ArriveTime,LogicalID,EndDeviceSID,RouterSID,LQI,SequenceNumber,Sensor,PALID,PALVersion,WakeupFactor,EventID,Power,ADC1,HALLIC,Temperature,Humidity
	2022/02/17 11:58:20.358,1,	201BA55,	No Relay,120,30,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1244,	Open,25.95,55.67
	2022/02/17 11:58:25.269,1,	201BA55,	No Relay,123,31,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.89,51.24
	2022/02/17 11:58:30.399,1,	201BA55,	No Relay,120,32,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.87,49.09
	2022/02/17 11:58:35.449,1,	201BA55,	No Relay,105,33,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.8,42.61
	2022/02/17 11:58:40.938,1,	201BA55,	No Relay,114,34,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.77,40.6
	2022/02/17 11:58:46.559,1,	201BA55,	No Relay,78,35,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.82,48.81
	2022/02/17 11:58:50.965,1,	201BA55,	No Relay,69,36,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.81,64.94
	2022/02/17 11:58:56.330,1,	201BA55,	No Relay,84,37,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.85,66.1
	2022/02/17 11:59:01.100,1,	201BA55,	No Relay,66,38,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,25.89,66.2
	2022/02/17 11:59:06.168,1,	201BA55,	No Relay,117,39,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.96,68.84
	2022/02/17 11:59:11.249,1,	201BA55,	No Relay,78,40,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.95,61.76
	2022/02/17 11:59:16.676,1,	201BA55,	No Relay,105,41,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,26.01,67.8
	2022/02/17 11:59:21.291,1,	201BA55,	No Relay,84,42,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,26.08,62.58
	2022/02/17 11:59:25.826,1,	201BA55,	No Relay,63,43,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1256,	Open,26.14,62.29
	2022/02/17 11:59:30.518,1,	201BA55,	No Relay,93,44,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,26.17,59.69
	2022/02/17 11:59:35.758,1,	201BA55,	No Relay,87,45,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,26.19,59.76
	2022/02/17 11:59:40.966,1,	201BA55,	No Relay,99,46,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,26.25,60.71
	2022/02/17 11:59:45.939,1,	201BA55,	No Relay,84,47,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,26.24,56.0
	2022/02/17 11:59:51.382,1,	201BA55,	No Relay,51,48,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1239,	Open,26.27,45.21
	2022/02/17 11:59:56.464,1,	201BA55,	No Relay,93,49,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1247,	Open,26.24,45.11
	2022/02/17 12:00:00.904,1,	201BA55,	No Relay,75,50,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,26.25,42.51
	2022/02/17 12:00:06.377,1,	201BA55,	No Relay,78,51,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1237,	Open,26.23,41.85
	2022/02/17 12:00:11.526,1,	201BA55,	No Relay,63,52,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1244,	Open,26.19,41.38
	2022/02/17 12:00:16.371,1,	201BA55,	No Relay,75,53,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,26.17,38.93
	2022/02/17 12:00:20.842,1,	201BA55,	No Relay,72,54,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,26.13,37.09
	2022/02/17 12:00:26.266,1,	201BA55,	No Relay,72,55,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,26.09,36.13
	2022/02/17 12:00:30.752,1,	201BA55,	No Relay,84,56,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,26.05,35.86
	2022/02/17 12:00:36.169,1,	201BA55,	No Relay,81,57,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,26.01,35.38
	2022/02/17 12:00:45.380,1,	201BA55,	No Relay,69,59,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.89,36.3
	2022/02/17 12:00:50.557,1,	201BA55,	No Relay,75,60,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1247,	Open,25.89,39.67
	2022/02/17 12:00:54.984,1,	201BA55,	No Relay,102,61,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1261,	Open,25.87,42.11
	2022/02/17 12:01:00.157,1,	201BA55,	No Relay,96,62,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1247,	Open,25.84,38.06
	2022/02/17 12:01:05.568,1,	201BA55,	No Relay,84,63,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.85,37.39
	2022/02/17 12:01:10.620,1,	201BA55,	No Relay,84,64,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.83,37.55
	2022/02/17 12:01:15.187,1,	201BA55,	No Relay,57,65,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1259,	Open,25.78,37.75
	2022/02/17 12:01:19.910,1,	201BA55,	No Relay,96,66,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,25.7,36.55
	2022/02/17 12:01:24.805,1,	201BA55,	No Relay,99,67,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,25.66,36.45
	2022/02/17 12:01:30.169,1,	201BA55,	No Relay,87,68,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1244,	Open,25.52,36.14
	2022/02/17 12:01:35.425,1,	201BA55,	No Relay,63,69,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1247,	Open,25.53,36.11
	2022/02/17 12:01:40.256,1,	201BA55,	No Relay,84,70,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,25.49,36.24
	2022/02/17 12:01:44.839,1,	201BA55,	No Relay,87,71,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1261,	Open,25.46,36.1
	2022/02/17 12:01:50.391,1,	201BA55,	No Relay,72,72,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.45,35.96
	2022/02/17 12:01:55.291,1,	201BA55,	No Relay,84,73,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,25.42,35.8
	2022/02/17 12:02:00.416,1,	201BA55,	No Relay,84,74,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.36,35.89
	2022/02/17 12:02:05.092,1,	201BA55,	No Relay,75,75,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,25.39,35.89
	2022/02/17 12:02:10.128,1,	201BA55,	No Relay,81,76,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.31,36.01
	2022/02/17 12:02:14.835,1,	201BA55,	No Relay,87,77,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,25.31,36.13
	2022/02/17 12:02:20.419,1,	201BA55,	No Relay,90,78,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1242,	Open,25.28,35.97
	2022/02/17 12:02:25.252,1,	201BA55,	No Relay,63,79,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,25.29,38.0
	2022/02/17 12:02:30.812,1,	201BA55,	No Relay,60,80,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1244,	Open,25.25,41.57
	2022/02/17 12:02:35.792,1,	201BA55,	No Relay,102,81,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,25.24,42.45
	2022/02/17 12:02:40.907,1,	201BA55,	No Relay,96,82,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.24,38.17
	2022/02/17 12:02:46.319,1,	201BA55,	No Relay,105,83,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.24,37.12
	2022/02/17 12:02:51.561,1,	201BA55,	No Relay,93,84,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1251,	Open,25.19,36.7
	2022/02/17 12:02:57.065,1,	201BA55,	No Relay,93,85,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1244,	Open,25.2,36.53
	2022/02/17 12:03:02.085,1,	201BA55,	No Relay,102,86,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,25.14,36.62
	2022/02/17 12:03:06.872,1,	201BA55,	No Relay,105,87,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1256,	Open,25.13,36.58
	2022/02/17 12:03:11.407,1,	201BA55,	No Relay,105,88,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1261,	Open,25.14,36.42
	2022/02/17 12:03:16.912,1,	201BA55,	No Relay,105,89,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1247,	Open,25.14,36.52
	2022/02/17 12:03:22.212,1,	201BA55,	No Relay,108,90,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,25.08,36.49
	2022/02/17 12:03:27.030,1,	201BA55,	No Relay,102,91,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1259,	Open,25.06,36.43
	2022/02/17 12:03:31.416,1,	201BA55,	No Relay,99,92,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1266,	Open,25.07,36.42
	2022/02/17 12:03:35.913,1,	201BA55,	No Relay,99,93,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,25.03,36.51
	2022/02/17 12:03:41.386,1,	201BA55,	No Relay,99,94,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1249,	Open,25.01,36.61
	2022/02/17 12:03:46.501,1,	201BA55,	No Relay,102,95,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,25.01,36.6
	2022/02/17 12:03:51.520,1,	201BA55,	No Relay,108,96,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1254,	Open,24.94,37.44
	2022/02/17 12:03:56.117,1,	201BA55,	No Relay,84,97,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3160,1263,	Open,24.91,37.12
	2022/02/17 12:04:01.576,1,	201BA55,	No Relay,63,98,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1247,	Open,24.89,38.16
	2022/02/17 12:04:06.688,1,	201BA55,	No Relay,84,99,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,24.87,39.32
	2022/02/17 12:04:11.414,1,	201BA55,	No Relay,90,100,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,24.86,37.5
	2022/02/17 12:04:16.882,1,	201BA55,	No Relay,99,101,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,24.84,37.99
	2022/02/17 12:04:22.368,1,	201BA55,	No Relay,108,102,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1249,	Open,24.83,43.75
	2022/02/17 12:04:27.486,1,	201BA55,	No Relay,69,103,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,24.84,43.41
	2022/02/17 12:04:32.207,1,	201BA55,	No Relay,111,104,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,24.83,42.22
	2022/02/17 12:04:36.695,1,	201BA55,	No Relay,84,105,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1266,	Open,24.84,40.83
	2022/02/17 12:04:41.255,1,	201BA55,	No Relay,75,106,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,24.82,41.38
	2022/02/17 12:04:46.704,1,	201BA55,	No Relay,105,107,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,24.82,42.91
	2022/02/17 12:04:51.884,1,	201BA55,	No Relay,114,108,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,24.84,43.14
	2022/02/17 12:04:56.914,1,	201BA55,	No Relay,78,109,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1256,	Open,24.78,40.03
	2022/02/17 12:05:02.420,1,	201BA55,	No Relay,87,110,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1247,	Open,24.84,43.52
	2022/02/17 12:05:07.020,1,	201BA55,	No Relay,84,111,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,24.84,51.27
	2022/02/17 12:05:12.554,1,	201BA55,	No Relay,78,112,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1247,	Open,24.85,53.93
	2022/02/17 12:05:17.794,1,	201BA55,	No Relay,90,113,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,24.72,57.11
	2022/02/17 12:05:23.017,1,	201BA55,	No Relay,93,114,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,24.59,59.37
	2022/02/17 12:05:27.710,1,	201BA55,	No Relay,93,115,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,24.55,57.49
	2022/02/17 12:05:32.917,1,	201BA55,	No Relay,90,116,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1256,	Open,24.3,57.04
	2022/02/17 12:05:37.672,1,	201BA55,	No Relay,84,117,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,24.2,59.82
	2022/02/17 12:05:42.488,1,	201BA55,	No Relay,93,118,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,24.1,61.32
	2022/02/17 12:05:48.035,1,	201BA55,	No Relay,90,119,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,23.97,63.12
	2022/02/17 12:05:52.746,1,	201BA55,	No Relay,87,120,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1266,	Open,23.94,64.1
	2022/02/17 12:05:58.111,1,	201BA55,	No Relay,90,121,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1256,	Open,23.87,63.97
	2022/02/17 12:06:03.641,1,	201BA55,	No Relay,87,122,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1251,	Open,23.78,64.91
	2022/02/17 12:06:08.875,1,	201BA55,	No Relay,87,123,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1259,	Open,23.73,66.6
	2022/02/17 12:06:14.281,1,	201BA55,	No Relay,72,124,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,23.65,67.57
	2022/02/17 12:06:19.754,1,	201BA55,	No Relay,84,125,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1256,	Open,23.61,68.58
	2022/02/17 12:06:25.323,1,	201BA55,	No Relay,60,126,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1254,	Open,23.57,70.19
	2022/02/17 12:06:29.706,1,	201BA55,	No Relay,57,127,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1273,	Open,23.57,70.5
	2022/02/17 12:06:34.096,1,	201BA55,	No Relay,66,128,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.53,71.28
	2022/02/17 12:06:44.918,1,	201BA55,	No Relay,33,130,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,23.49,69.68
	2022/02/17 12:06:50.063,1,	201BA55,	No Relay,63,131,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,23.46,68.77
	2022/02/17 12:06:54.646,1,	201BA55,	No Relay,54,132,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.41,69.01
	2022/02/17 12:06:59.462,1,	201BA55,	No Relay,51,133,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1268,	Open,23.39,70.69
	2022/02/17 12:07:04.043,1,	201BA55,	No Relay,30,134,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.35,71.03
	2022/02/17 12:07:08.986,1,	201BA55,	No Relay,84,135,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,23.35,70.2
	2022/02/17 12:07:14.395,1,	201BA55,	No Relay,99,136,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1259,	Open,23.3,68.44
	2022/02/17 12:07:18.979,1,	201BA55,	No Relay,90,137,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.33,67.52
	2022/02/17 12:07:24.318,1,	201BA55,	No Relay,93,138,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,23.28,69.9
	2022/02/17 12:07:29.222,1,	201BA55,	No Relay,96,139,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1266,	Open,23.27,68.86
	2022/02/17 12:07:33.968,1,	201BA55,	No Relay,93,140,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1268,	Open,23.27,68.21
	2022/02/17 12:07:38.401,1,	201BA55,	No Relay,93,141,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1273,	Open,23.29,67.65
	2022/02/17 12:07:43.155,1,	201BA55,	No Relay,99,142,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.27,69.95
	2022/02/17 12:07:47.734,1,	201BA55,	No Relay,96,143,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.19,70.8
	2022/02/17 12:07:52.337,1,	201BA55,	No Relay,99,144,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.17,72.73
	2022/02/17 12:07:57.436,1,	201BA55,	No Relay,105,145,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,23.15,74.24
	2022/02/17 12:08:02.548,1,	201BA55,	No Relay,105,146,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1263,	Open,23.15,75.29
	2022/02/17 12:08:08.035,1,	201BA55,	No Relay,78,147,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1259,	Open,23.1,76.62
	2022/02/17 12:08:12.667,1,	201BA55,	No Relay,78,148,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1271,	Open,23.13,78.15
	2022/02/17 12:08:18.077,1,	201BA55,	No Relay,90,149,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1261,	Open,23.08,79.39
