ArriveTime,LogicalID,EndDeviceSID,RouterSID,LQI,SequenceNumber,Sensor,PALID,PALVersion,WakeupFactor,EventID,Power,ADC1,HALLIC,Temperature,Humidity
	2022/02/17 12:01:59.790,1,	201C04B,	No Relay,105,24,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1196,	Open,23.26,39.74
	2022/02/17 12:02:05.342,1,	201C04B,	No Relay,96,25,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1189,	Open,23.24,39.7
	2022/02/17 12:02:10.299,1,	201C04B,	No Relay,90,26,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1201,	Open,23.23,39.72
	2022/02/17 12:02:15.007,1,	201C04B,	No Relay,78,27,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1206,	Open,23.23,39.74
	2022/02/17 12:02:20.530,1,	201C04B,	No Relay,84,28,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1189,	Open,23.2,39.66
	2022/02/17 12:02:25.017,1,	201C04B,	No Relay,93,29,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1215,	Open,23.21,39.77
	2022/02/17 12:02:29.740,1,	201C04B,	No Relay,90,30,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1206,	Open,23.21,40.55
	2022/02/17 12:02:35.213,1,	201C04B,	No Relay,69,31,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1191,	Open,23.2,40.43
	2022/02/17 12:02:39.968,1,	201C04B,	No Relay,93,32,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1206,	Open,23.19,40.07
	2022/02/17 12:02:45.255,1,	201C04B,	No Relay,69,33,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1196,	Open,23.2,39.81
	2022/02/17 12:02:50.215,1,	201C04B,	No Relay,93,34,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1203,	Open,23.18,39.74
	2022/02/17 12:02:54.749,1,	201C04B,	No Relay,81,35,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1213,	Open,23.17,39.74
	2022/02/17 12:02:59.786,1,	201C04B,	No Relay,87,36,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1203,	Open,23.17,39.72
	2022/02/17 12:03:05.416,1,	201C04B,	No Relay,78,37,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1189,	Open,23.15,39.74
	2022/02/17 12:03:10.108,1,	201C04B,	No Relay,84,38,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1210,	Open,23.17,39.71
	2022/02/17 12:03:14.651,1,	201C04B,	No Relay,84,39,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1213,	Open,23.15,39.75
	2022/02/17 12:03:19.444,1,	201C04B,	No Relay,78,40,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1206,	Open,23.14,39.76
	2022/02/17 12:03:24.915,1,	201C04B,	No Relay,78,41,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1191,	Open,23.15,39.64
	2022/02/17 12:03:29.548,1,	201C04B,	No Relay,78,42,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,23.14,39.72
	2022/02/17 12:03:34.100,1,	201C04B,	No Relay,75,43,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,23.12,39.66
	2022/02/17 12:03:39.399,1,	201C04B,	No Relay,75,44,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1196,	Open,23.08,39.68
	2022/02/17 12:03:44.092,1,	201C04B,	No Relay,69,45,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,23.1,39.71
	2022/02/17 12:03:49.362,1,	201C04B,	No Relay,57,46,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,23.1,39.65
	2022/02/17 12:03:53.788,1,	201C04B,	No Relay,66,47,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1215,	Open,23.08,39.66
	2022/02/17 12:03:58.244,1,	201C04B,	No Relay,66,48,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1215,	Open,23.07,40.01
	2022/02/17 12:04:03.045,1,	201C04B,	No Relay,84,49,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1206,	Open,23.08,40.36
	2022/02/17 12:04:08.236,1,	201C04B,	No Relay,78,50,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1196,	Open,23.09,40.01
	2022/02/17 12:04:12.770,1,	201C04B,	No Relay,93,51,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1213,	Open,23.1,40.04
	2022/02/17 12:04:17.617,1,	201C04B,	No Relay,84,52,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1206,	Open,23.1,39.95
	2022/02/17 12:04:22.760,1,	201C04B,	No Relay,60,53,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1198,	Open,23.08,39.87
	2022/02/17 12:04:27.893,1,	201C04B,	No Relay,51,54,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.09,39.81
	2022/02/17 12:04:33.240,1,	201C04B,	No Relay,66,55,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.11,39.96
	2022/02/17 12:04:38.588,1,	201C04B,	No Relay,63,56,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.06,39.98
	2022/02/17 12:04:43.264,1,	201C04B,	No Relay,63,57,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,23.09,39.8
	2022/02/17 12:04:48.531,1,	201C04B,	No Relay,84,58,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,23.09,39.88
	2022/02/17 12:04:53.271,1,	201C04B,	No Relay,78,59,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1208,	Open,23.04,39.79
	2022/02/17 12:04:57.790,1,	201C04B,	No Relay,69,60,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1213,	Open,23.06,39.83
	2022/02/17 12:05:03.398,1,	201C04B,	No Relay,60,61,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1189,	Open,23.06,39.86
	2022/02/17 12:05:09.036,1,	201C04B,	No Relay,84,62,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1189,	Open,23.04,39.79
	2022/02/17 12:05:14.604,1,	201C04B,	No Relay,75,63,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,23.02,39.91
	2022/02/17 12:05:19.998,1,	201C04B,	No Relay,78,64,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.03,39.85
	2022/02/17 12:05:25.034,1,	201C04B,	No Relay,75,65,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3150,1201,	Open,23.03,39.82
	2022/02/17 12:05:30.117,1,	201C04B,	No Relay,84,66,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,23.01,39.8
	2022/02/17 12:05:35.199,1,	201C04B,	No Relay,72,67,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.98,39.82
	2022/02/17 12:05:39.703,1,	201C04B,	No Relay,39,68,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1215,	Open,23.02,39.84
	2022/02/17 12:05:44.909,1,	201C04B,	No Relay,75,69,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,22.98,39.9
	2022/02/17 12:05:50.415,1,	201C04B,	No Relay,69,70,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,22.98,39.89
	2022/02/17 12:05:55.516,1,	201C04B,	No Relay,75,71,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,22.98,39.9
	2022/02/17 12:06:00.472,1,	201C04B,	No Relay,78,72,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,22.97,44.48
	2022/02/17 12:06:04.927,1,	201C04B,	No Relay,57,73,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1215,	Open,23.0,47.41
	2022/02/17 12:06:15.590,1,	201C04B,	No Relay,108,75,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,23.02,49.05
	2022/02/17 12:06:20.911,1,	201C04B,	No Relay,84,76,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.04,50.35
	2022/02/17 12:06:25.604,1,	201C04B,	No Relay,84,77,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,23.07,51.13
	2022/02/17 12:06:30.232,1,	201C04B,	No Relay,96,78,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,23.14,52.02
	2022/02/17 12:06:35.223,1,	201C04B,	No Relay,90,79,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,23.15,52.92
	2022/02/17 12:06:39.773,1,	201C04B,	No Relay,72,80,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,23.13,53.71
	2022/02/17 12:06:44.456,1,	201C04B,	No Relay,78,81,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1206,	Open,23.18,53.74
	2022/02/17 12:06:48.930,1,	201C04B,	No Relay,99,82,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,23.17,53.27
	2022/02/17 12:06:53.409,1,	201C04B,	No Relay,105,83,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,23.19,53.56
	2022/02/17 12:06:58.930,1,	201C04B,	No Relay,99,84,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1189,	Open,23.2,54.32
	2022/02/17 12:07:04.511,1,	201C04B,	No Relay,99,85,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1186,	Open,23.19,54.89
	2022/02/17 12:07:08.971,1,	201C04B,	No Relay,99,86,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,23.24,55.31
	2022/02/17 12:07:13.576,1,	201C04B,	No Relay,102,87,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1208,	Open,23.2,55.61
	2022/02/17 12:07:18.901,1,	201C04B,	No Relay,96,88,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,23.21,56.21
	2022/02/17 12:07:23.906,1,	201C04B,	No Relay,99,89,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,23.22,56.9
	2022/02/17 12:07:29.436,1,	201C04B,	No Relay,84,90,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1186,	Open,23.2,57.67
	2022/02/17 12:07:34.961,1,	201C04B,	No Relay,90,91,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1186,	Open,23.26,58.38
	2022/02/17 12:07:39.991,1,	201C04B,	No Relay,99,92,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.22,59.03
	2022/02/17 12:07:44.814,1,	201C04B,	No Relay,93,93,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,23.2,59.57
	2022/02/17 12:07:50.067,1,	201C04B,	No Relay,93,94,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,23.21,60.09
	2022/02/17 12:07:55.385,1,	201C04B,	No Relay,93,95,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.2,60.49
	2022/02/17 12:08:00.752,1,	201C04B,	No Relay,99,96,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,23.2,60.96
	2022/02/17 12:08:05.456,1,	201C04B,	No Relay,93,97,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1206,	Open,23.17,61.36
	2022/02/17 12:08:10.431,1,	201C04B,	No Relay,93,98,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,23.18,61.84
	2022/02/17 12:08:16.060,1,	201C04B,	No Relay,93,99,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1186,	Open,23.19,62.26
	2022/02/17 12:08:21.739,1,	201C04B,	No Relay,60,100,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1184,	Open,23.17,62.72
	2022/02/17 12:08:27.242,1,	201C04B,	No Relay,93,101,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1189,	Open,23.15,63.2
	2022/02/17 12:08:32.559,1,	201C04B,	No Relay,48,102,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.15,63.55
	2022/02/17 12:08:37.345,1,	201C04B,	No Relay,75,103,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,23.14,63.92
	2022/02/17 12:08:42.222,1,	201C04B,	No Relay,87,104,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,23.15,64.25
	2022/02/17 12:08:47.726,1,	201C04B,	No Relay,90,105,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1189,	Open,23.15,64.63
	2022/02/17 12:08:53.323,1,	201C04B,	No Relay,60,106,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1186,	Open,23.12,65.0
	2022/02/17 12:08:58.438,1,	201C04B,	No Relay,57,107,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.13,65.27
	2022/02/17 12:09:03.910,1,	201C04B,	No Relay,66,108,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1189,	Open,23.12,65.73
	2022/02/17 12:09:09.050,1,	201C04B,	No Relay,57,109,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.08,66.0
	2022/02/17 12:09:14.203,1,	201C04B,	No Relay,57,110,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.1,66.34
	2022/02/17 12:09:18.925,1,	201C04B,	No Relay,54,111,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1206,	Open,23.08,66.62
	2022/02/17 12:09:24.070,1,	201C04B,	No Relay,39,112,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.08,66.92
	2022/02/17 12:09:29.105,1,	201C04B,	No Relay,51,113,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.08,67.21
	2022/02/17 12:09:33.962,1,	201C04B,	No Relay,57,114,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,23.07,67.49
	2022/02/17 12:09:39.317,1,	201C04B,	No Relay,72,115,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.07,67.77
	2022/02/17 12:09:44.341,1,	201C04B,	No Relay,72,116,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.02,68.03
	2022/02/17 12:09:49.077,1,	201C04B,	No Relay,72,117,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1208,	Open,23.02,68.29
	2022/02/17 12:09:54.407,1,	201C04B,	No Relay,72,118,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,23.01,68.56
	2022/02/17 12:09:59.307,1,	201C04B,	No Relay,78,119,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,22.99,68.82
	2022/02/17 12:10:04.485,1,	201C04B,	No Relay,78,120,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,23.02,69.08
	2022/02/17 12:10:09.521,1,	201C04B,	No Relay,75,121,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,23.01,69.33
	2022/02/17 12:10:14.229,1,	201C04B,	No Relay,78,122,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1208,	Open,23.02,69.56
	2022/02/17 12:10:19.211,1,	201C04B,	No Relay,84,123,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,22.98,69.77
	2022/02/17 12:10:24.691,1,	201C04B,	No Relay,84,124,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,22.98,70.1
	2022/02/17 12:10:29.185,1,	201C04B,	No Relay,87,125,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,22.98,70.33
	2022/02/17 12:10:34.569,1,	201C04B,	No Relay,87,126,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,22.94,70.57
	2022/02/17 12:10:39.024,1,	201C04B,	No Relay,84,127,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1215,	Open,22.96,70.78
	2022/02/17 12:10:43.443,1,	201C04B,	No Relay,93,128,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1215,	Open,22.94,71.01
	2022/02/17 12:10:47.868,1,	201C04B,	No Relay,96,129,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1215,	Open,22.92,71.21
	2022/02/17 12:10:52.349,1,	201C04B,	No Relay,96,130,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,22.95,71.4
	2022/02/17 12:10:57.322,1,	201C04B,	No Relay,105,131,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,22.91,71.63
	2022/02/17 12:11:01.864,1,	201C04B,	No Relay,102,132,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1213,	Open,22.93,71.86
	2022/02/17 12:11:07.177,1,	201C04B,	No Relay,93,133,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,22.9,72.08
	2022/02/17 12:11:12.326,1,	201C04B,	No Relay,93,134,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,22.87,72.34
	2022/02/17 12:11:17.327,1,	201C04B,	No Relay,93,135,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.9,72.57
	2022/02/17 12:11:22.747,1,	201C04B,	No Relay,93,136,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1193,	Open,22.88,72.75
	2022/02/17 12:11:27.359,1,	201C04B,	No Relay,99,137,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1210,	Open,22.88,72.94
	2022/02/17 12:11:32.425,1,	201C04B,	No Relay,93,138,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.86,73.14
	2022/02/17 12:11:37.696,1,	201C04B,	No Relay,96,139,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1196,	Open,22.84,73.3
	2022/02/17 12:11:42.859,1,	201C04B,	No Relay,93,140,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,22.83,73.54
	2022/02/17 12:11:48.085,1,	201C04B,	No Relay,96,141,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1198,	Open,22.81,73.76
	2022/02/17 12:11:52.578,1,	201C04B,	No Relay,105,142,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3130,1215,	Open,22.83,73.94
	2022/02/17 12:11:57.497,1,	201C04B,	No Relay,93,143,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1203,	Open,22.79,74.11
	2022/02/17 12:12:03.040,1,	201C04B,	No Relay,99,144,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1191,	Open,22.8,74.35
	2022/02/17 12:12:08.104,1,	201C04B,	No Relay,93,145,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.78,74.49
	2022/02/17 12:12:13.174,1,	201C04B,	No Relay,102,146,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.8,74.7
	2022/02/17 12:12:18.215,1,	201C04B,	No Relay,102,147,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.78,74.89
	2022/02/17 12:12:23.385,1,	201C04B,	No Relay,102,148,	PAL,6,0,	PacketID_129:Timer:Occurred_Event,	WakeupTimer:Fire,3140,1201,	Open,22.76,75.03
